source	data	state_id	drug_group	first_use	repeat_use
marketscan	days_supply	stateEVG	tetracycline	0.036129	1.83562
marketscan	days_supply	stateEVG	tmpsmx	0.025681	0.452149
marketscan	days_supply	stateGKW	beta_lactam	0.161751	2.052173
marketscan	days_supply	stateGKW	cephalosporin	0.070627	0.906197
marketscan	days_supply	stateGKW	macrolide	0.149589	1.248976
marketscan	days_supply	stateGKW	nitrofurantoin	0.011346	0.226279
marketscan	days_supply	stateGKW	overall	0.369326	8.116342
marketscan	days_supply	stateGKW	quinolone	0.066841	0.796569
marketscan	days_supply	stateGKW	tetracycline	0.0349	2.058284
marketscan	days_supply	stateGKW	tmpsmx	0.039848	0.662298
marketscan	days_supply	stateGWT	beta_lactam	0.16386	1.942423
marketscan	days_supply	stateGWT	cephalosporin	0.059853	0.708519
marketscan	days_supply	stateGWT	macrolide	0.140847	1.112106
marketscan	days_supply	stateGWT	nitrofurantoin	0.012532	0.190697
marketscan	days_supply	stateGWT	overall	0.371201	7.632321
marketscan	days_supply	stateGWT	quinolone	0.082948	0.89191
marketscan	days_supply	stateGWT	tetracycline	0.04033	2.122311
marketscan	days_supply	stateGWT	tmpsmx	0.029983	0.505204
marketscan	days_supply	stateHKT	beta_lactam	0.175059	2.179492
marketscan	days_supply	stateHKT	cephalosporin	0.11444	1.328642
marketscan	days_supply	stateHKT	macrolide	0.184309	1.511082
marketscan	days_supply	stateHKT	nitrofurantoin	0.017412	0.345049
marketscan	days_supply	stateHKT	overall	0.429885	9.381658
marketscan	days_supply	stateHKT	quinolone	0.104714	1.214221
marketscan	days_supply	stateHKT	tetracycline	0.047619	1.658104
marketscan	days_supply	stateHKT	tmpsmx	0.061478	0.869946
marketscan	days_supply	stateHMP	beta_lactam	0.125007	1.55287
marketscan	days_supply	stateHMP	cephalosporin	0.066069	0.791879
marketscan	days_supply	stateHMP	macrolide	0.117413	0.898905
marketscan	days_supply	stateHMP	nitrofurantoin	0.011582	0.231654
marketscan	days_supply	stateHMP	overall	0.290641	6.247284
marketscan	days_supply	stateHMP	quinolone	0.063766	0.752292
marketscan	days_supply	stateHMP	tetracycline	0.030952	1.311066
marketscan	days_supply	stateHMP	tmpsmx	0.034136	0.55036
marketscan	days_supply	stateHQX	beta_lactam	0.156335	2.018798
marketscan	days_supply	stateHQX	cephalosporin	0.082748	1.191519
marketscan	days_supply	stateHQX	macrolide	0.129604	1.064327
marketscan	days_supply	stateHQX	nitrofurantoin	0.010882	0.225619
marketscan	days_supply	stateHQX	overall	0.345762	7.933637
marketscan	days_supply	stateHQX	quinolone	0.063769	0.780149
marketscan	days_supply	stateHQX	tetracycline	0.036583	1.741153
marketscan	days_supply	stateHQX	tmpsmx	0.040071	0.738008
marketscan	days_supply	stateIJE	beta_lactam	0.162953	2.043575
marketscan	days_supply	stateIJE	cephalosporin	0.081839	0.964729
marketscan	days_supply	stateIJE	macrolide	0.150187	1.165243
marketscan	days_supply	stateIJE	nitrofurantoin	0.015347	0.242235
marketscan	days_supply	stateIJE	overall	0.379562	7.945508
marketscan	days_supply	stateIJE	quinolone	0.083489	0.970356
marketscan	days_supply	stateIJE	tetracycline	0.042191	1.741724
marketscan	days_supply	stateIJE	tmpsmx	0.041258	0.619992
marketscan	days_supply	stateIWK	beta_lactam	0.160673	2.06934
marketscan	days_supply	stateIWK	cephalosporin	0.062916	0.785182
marketscan	days_supply	stateIWK	macrolide	0.12671	1.040362
marketscan	days_supply	stateIWK	nitrofurantoin	0.013745	0.220932
marketscan	days_supply	stateIWK	overall	0.345785	7.510298
marketscan	days_supply	stateIWK	quinolone	0.069726	0.80565
marketscan	days_supply	stateIWK	tetracycline	0.03578	1.900226
marketscan	days_supply	stateIWK	tmpsmx	0.032211	0.532638
marketscan	days_supply	stateJBF	beta_lactam	0.140331	1.751212
marketscan	days_supply	stateJBF	cephalosporin	0.064053	0.733747
marketscan	days_supply	stateJBF	macrolide	0.109921	0.899476
marketscan	days_supply	stateJBF	nitrofurantoin	0.014102	0.230101
marketscan	days_supply	stateJBF	overall	0.307659	6.564428
marketscan	days_supply	stateJBF	quinolone	0.052291	0.601695
marketscan	days_supply	stateJBF	tetracycline	0.029941	1.785134
marketscan	days_supply	stateJBF	tmpsmx	0.023421	0.43673
marketscan	days_supply	stateKFE	beta_lactam	0.179128	2.546895
marketscan	days_supply	stateKFE	cephalosporin	0.087207	1.093211
marketscan	days_supply	stateKFE	macrolide	0.117843	0.91755
marketscan	days_supply	stateKFE	nitrofurantoin	0.017815	0.349606
marketscan	days_supply	stateKFE	overall	0.355577	8.199758
marketscan	days_supply	stateKFE	quinolone	0.058546	0.714776
marketscan	days_supply	stateKFE	tetracycline	0.030577	1.788452
marketscan	days_supply	stateKFE	tmpsmx	0.029363	0.624378
marketscan	days_supply	stateKPQ	beta_lactam	0.127003	1.708382
marketscan	days_supply	stateKPQ	cephalosporin	0.076669	0.973795
marketscan	days_supply	stateKPQ	macrolide	0.110883	0.925519
marketscan	days_supply	stateKPQ	nitrofurantoin	0.008951	0.213573
marketscan	days_supply	stateKPQ	overall	0.274064	6.432244
marketscan	days_supply	stateKPQ	quinolone	0.058297	0.73553
marketscan	days_supply	stateKPQ	tetracycline	0.022185	1.15964
marketscan	days_supply	stateKPQ	tmpsmx	0.031923	0.553993
marketscan	days_supply	stateLJC	beta_lactam	0.111608	1.350622
marketscan	days_supply	stateLJC	cephalosporin	0.050369	0.624428
marketscan	days_supply	stateLJC	macrolide	0.098972	0.797005
marketscan	days_supply	stateLJC	nitrofurantoin	0.010868	0.189338
marketscan	days_supply	stateLJC	overall	0.262444	5.57338
marketscan	days_supply	stateLJC	quinolone	0.052537	0.57062
marketscan	days_supply	stateLJC	tetracycline	0.031494	1.596416
marketscan	days_supply	stateLJC	tmpsmx	0.019153	0.332425
marketscan	days_supply	stateLMH	beta_lactam	0.115454	1.349776
marketscan	days_supply	stateLMH	cephalosporin	0.042686	0.476589
marketscan	days_supply	stateLMH	macrolide	0.090478	0.77622
marketscan	days_supply	stateLMH	nitrofurantoin	0.010372	0.230724
marketscan	days_supply	stateLMH	overall	0.268019	5.934943
marketscan	days_supply	stateLMH	quinolone	0.045789	0.48949
marketscan	days_supply	stateLMH	tetracycline	0.030104	2.030236
marketscan	days_supply	stateLMH	tmpsmx	0.028889	0.486178
marketscan	days_supply	stateLWR	beta_lactam	0.137271	1.591433
marketscan	days_supply	stateLWR	cephalosporin	0.060325	0.655487
marketscan	days_supply	stateLWR	macrolide	0.120682	0.93478000000000006
marketscan	days_supply	stateLWR	nitrofurantoin	0.01261	0.218789
marketscan	days_supply	stateLWR	overall	0.306064	5.920196
marketscan	days_supply	stateLWR	quinolone	0.062921	0.720495
marketscan	days_supply	stateLWR	tetracycline	0.024741	1.261407
marketscan	days_supply	stateLWR	tmpsmx	0.02534	0.399998
marketscan	days_supply	stateMMO	beta_lactam	0.165755	2.05081
marketscan	days_supply	stateMMO	cephalosporin	0.073204	0.838378
marketscan	days_supply	stateMMO	macrolide	0.132735	1.020403
marketscan	days_supply	stateMMO	nitrofurantoin	0.014752	0.258491
marketscan	days_supply	stateMMO	overall	0.350021	7.155673
marketscan	days_supply	stateMMO	quinolone	0.066197	0.737359
marketscan	days_supply	stateMMO	tetracycline	0.029358	1.601601
marketscan	days_supply	stateMMO	tmpsmx	0.029512	0.487171
marketscan	days_supply	stateNWF	beta_lactam	0.145966	1.893624
marketscan	days_supply	stateNWF	cephalosporin	0.060409	0.727083
marketscan	days_supply	stateNWF	macrolide	0.116769	0.922084
marketscan	days_supply	stateNWF	nitrofurantoin	0.009275	0.173858
marketscan	days_supply	stateNWF	overall	0.310864	6.706289
marketscan	days_supply	stateNWF	quinolone	0.059789	0.719221
marketscan	days_supply	stateNWF	tetracycline	0.03167	1.600489
marketscan	days_supply	stateNWF	tmpsmx	0.027919	0.529024
marketscan	days_supply	stateOUP	beta_lactam	0.122603	1.57422
marketscan	days_supply	stateOUP	cephalosporin	0.055293	0.655558
marketscan	days_supply	stateOUP	macrolide	0.107235	0.894876
marketscan	days_supply	stateOUP	nitrofurantoin	0.013417	0.239206
marketscan	days_supply	stateOUP	overall	0.292622	6.768127
marketscan	days_supply	stateOUP	quinolone	0.050512	0.576195
marketscan	days_supply	stateOUP	tetracycline	0.032467	2.200588
marketscan	days_supply	stateOUP	tmpsmx	0.030292	0.508314
marketscan	days_supply	stateOYK	beta_lactam	0.102076	1.263066
marketscan	days_supply	stateOYK	cephalosporin	0.03692	0.459613
marketscan	days_supply	stateOYK	macrolide	0.07942	0.671541
marketscan	days_supply	stateOYK	nitrofurantoin	0.008069	0.14099
marketscan	days_supply	stateOYK	overall	0.226085	4.667529
marketscan	days_supply	stateOYK	quinolone	0.039439	0.42922
marketscan	days_supply	stateOYK	tetracycline	0.027381	1.295696
marketscan	days_supply	stateOYK	tmpsmx	0.02023	0.319953
marketscan	days_supply	statePIO	beta_lactam	0.131351	1.547259
marketscan	days_supply	statePIO	cephalosporin	0.046147	0.523863
marketscan	days_supply	statePIO	macrolide	0.122018	0.956457
marketscan	days_supply	statePIO	nitrofurantoin	0.012189	0.250282
marketscan	days_supply	statePIO	overall	0.319931	6.391264
marketscan	days_supply	statePIO	quinolone	0.052609	0.543885
marketscan	days_supply	statePIO	tetracycline	0.039869	1.953867
marketscan	days_supply	statePIO	tmpsmx	0.032599	0.498814
marketscan	days_supply	statePJJ	beta_lactam	0.170537	2.176272
marketscan	days_supply	statePJJ	cephalosporin	0.095974	1.138993
marketscan	days_supply	statePJJ	macrolide	0.161355	1.211183
marketscan	days_supply	statePJJ	nitrofurantoin	0.015448	0.328716
marketscan	days_supply	statePJJ	overall	0.392292	8.580055
marketscan	days_supply	statePJJ	quinolone	0.083131	0.962693
marketscan	days_supply	statePJJ	tetracycline	0.037603	1.716274
marketscan	days_supply	statePJJ	tmpsmx	0.052278	0.821932
marketscan	days_supply	stateQES	beta_lactam	0.15202	1.880274
marketscan	days_supply	stateQES	cephalosporin	0.063089	0.749312
marketscan	days_supply	stateQES	macrolide	0.133224	1.022913
marketscan	days_supply	stateQES	nitrofurantoin	0.011271	0.162704
marketscan	days_supply	stateQES	overall	0.333569	6.646826
marketscan	days_supply	stateQES	quinolone	0.073824	0.848334
marketscan	days_supply	stateQES	tetracycline	0.029439	1.497491
marketscan	days_supply	stateQES	tmpsmx	0.019187	0.337336
marketscan	days_supply	stateRHV	beta_lactam	0.17236	2.130433
marketscan	days_supply	stateRHV	cephalosporin	0.110814	1.355583
marketscan	days_supply	stateRHV	macrolide	0.19356400000000001	1.563964
marketscan	days_supply	stateRHV	nitrofurantoin	0.01893	0.316121
marketscan	days_supply	stateRHV	overall	0.435177	9.058367
marketscan	days_supply	stateRHV	quinolone	0.095927	1.17279
marketscan	days_supply	stateRHV	tetracycline	0.047982	1.402144
marketscan	days_supply	stateRHV	tmpsmx	0.06305	0.849905
marketscan	days_supply	stateSHP	beta_lactam	0.162516	2.045153
marketscan	days_supply	stateSHP	cephalosporin	0.07961	0.953979
marketscan	days_supply	stateSHP	macrolide	0.138988	1.084771
marketscan	days_supply	stateSHP	nitrofurantoin	0.016612	0.316246
marketscan	days_supply	stateSHP	overall	0.36891	7.937092
marketscan	days_supply	stateSHP	quinolone	0.078411	0.914489
marketscan	days_supply	stateSHP	tetracycline	0.042368	1.848215
marketscan	days_supply	stateSHP	tmpsmx	0.036524	0.588147
marketscan	days_supply	stateSLZ	beta_lactam	0.142419	1.733582
marketscan	days_supply	stateSLZ	cephalosporin	0.079548	0.954014
marketscan	days_supply	stateSLZ	macrolide	0.158406	1.203162
marketscan	days_supply	stateSLZ	nitrofurantoin	0.014364	0.291409
marketscan	days_supply	stateSLZ	overall	0.346676	7.367451
marketscan	days_supply	stateSLZ	quinolone	0.073699	0.887711
marketscan	days_supply	stateSLZ	tetracycline	0.03988	1.342735
marketscan	days_supply	stateSLZ	tmpsmx	0.052709	0.740497
marketscan	days_supply	stateSNB	beta_lactam	0.160181	2.028448
marketscan	days_supply	stateSNB	cephalosporin	0.083433	1.049007
marketscan	days_supply	stateSNB	macrolide	0.135699	1.056921
marketscan	days_supply	stateSNB	nitrofurantoin	0.015075	0.281163
marketscan	days_supply	stateSNB	overall	0.356951	7.871933
marketscan	days_supply	stateSNB	quinolone	0.06945	0.797637
marketscan	days_supply	stateSNB	tetracycline	0.037332	1.851685
marketscan	days_supply	stateSNB	tmpsmx	0.035064	0.627818
marketscan	days_supply	stateSTP	beta_lactam	0.126209	1.703133
marketscan	days_supply	stateSTP	cephalosporin	0.073809	0.952933
marketscan	days_supply	stateSTP	macrolide	0.107223	0.851077
marketscan	days_supply	stateSTP	nitrofurantoin	0.009105	0.18529
marketscan	days_supply	stateSTP	overall	0.282509	6.375097
marketscan	days_supply	stateSTP	quinolone	0.053043	0.634225
marketscan	days_supply	stateSTP	tetracycline	0.02718	1.343157
marketscan	days_supply	stateSTP	tmpsmx	0.030251	0.561
marketscan	days_supply	stateTGK	beta_lactam	0.107966	1.272889
marketscan	days_supply	stateTGK	cephalosporin	0.048388	0.530665
marketscan	days_supply	stateTGK	macrolide	0.110336	0.924212
marketscan	days_supply	stateTGK	nitrofurantoin	0.013408	0.229755
marketscan	days_supply	stateTGK	overall	0.274577	5.486722
marketscan	days_supply	stateTGK	quinolone	0.052713	0.578457
marketscan	days_supply	stateTGK	tetracycline	0.022248	1.455102
marketscan	days_supply	stateTGK	tmpsmx	0.02871	0.386449
marketscan	days_supply	stateTMR	beta_lactam	0.134405	1.897995
marketscan	days_supply	stateTMR	cephalosporin	0.054247	0.797266
marketscan	days_supply	stateTMR	macrolide	0.101097	0.855536
marketscan	days_supply	stateTMR	nitrofurantoin	0.009585	0.162031
marketscan	days_supply	stateTMR	overall	0.284917	6.716492
marketscan	days_supply	stateTMR	quinolone	0.046047	0.513794
marketscan	days_supply	stateTMR	tetracycline	0.027423	1.763705
marketscan	days_supply	stateTMR	tmpsmx	0.024248	0.614033
marketscan	days_supply	stateTOE	beta_lactam	0.144433	1.897512
marketscan	days_supply	stateTOE	cephalosporin	0.070615	0.851679
marketscan	days_supply	stateTOE	macrolide	0.104581	0.808883
marketscan	days_supply	stateTOE	nitrofurantoin	0.013594	0.301996
marketscan	days_supply	stateTOE	overall	0.315079	7.279876
marketscan	days_supply	stateTOE	quinolone	0.052652	0.651721
marketscan	days_supply	stateTOE	tetracycline	0.032382	1.9754
marketscan	days_supply	stateTOE	tmpsmx	0.032106	0.657431
marketscan	days_supply	stateUEQ	beta_lactam	0.198914	2.582649
marketscan	days_supply	stateUEQ	cephalosporin	0.080513	1.003293
marketscan	days_supply	stateUEQ	macrolide	0.156291	1.19137
marketscan	days_supply	stateUEQ	nitrofurantoin	0.015955	0.215833
marketscan	days_supply	stateUEQ	overall	0.415048	8.651052
marketscan	days_supply	stateUEQ	quinolone	0.087221	1.005125
marketscan	days_supply	stateUEQ	tetracycline	0.037192	1.724205
marketscan	days_supply	stateUEQ	tmpsmx	0.040802	0.726736
marketscan	days_supply	stateUMX	beta_lactam	0.102314	1.237054
marketscan	days_supply	stateUMX	cephalosporin	0.044243	0.499419
marketscan	days_supply	stateUMX	macrolide	0.090611	0.756089
marketscan	days_supply	stateUMX	nitrofurantoin	0.011576	0.194733
marketscan	days_supply	stateUMX	overall	0.244715	5.090219
marketscan	days_supply	stateUMX	quinolone	0.049204	0.552503
marketscan	days_supply	stateUMX	tetracycline	0.024434	1.367619
marketscan	days_supply	stateUMX	tmpsmx	0.024159	0.380996
marketscan	days_supply	stateUWX	beta_lactam	0.155365	1.939159
marketscan	days_supply	stateUWX	cephalosporin	0.096729	1.202744
marketscan	days_supply	stateUWX	macrolide	0.15205	1.183054
marketscan	days_supply	stateUWX	nitrofurantoin	0.012623	0.263454
marketscan	days_supply	stateUWX	overall	0.375202	8.073474
marketscan	days_supply	stateUWX	quinolone	0.076686	0.89259
marketscan	days_supply	stateUWX	tetracycline	0.042182	1.612893
marketscan	days_supply	stateUWX	tmpsmx	0.051871	0.767301
marketscan	days_supply	stateVIE	beta_lactam	0.119615	1.555842
marketscan	days_supply	stateVIE	cephalosporin	0.045688	0.558143
marketscan	days_supply	stateVIE	macrolide	0.096343	0.795284
marketscan	days_supply	stateVIE	nitrofurantoin	0.009074	0.159923
marketscan	days_supply	stateVIE	overall	0.261888	5.880863
marketscan	days_supply	stateVIE	quinolone	0.04659	0.51677
marketscan	days_supply	stateVIE	tetracycline	0.026957	1.705926
marketscan	days_supply	stateVIE	tmpsmx	0.023512	0.483093
marketscan	days_supply	stateVUS	beta_lactam	0.101622	1.230804
marketscan	days_supply	stateVUS	cephalosporin	0.039534	0.430605
marketscan	days_supply	stateVUS	macrolide	0.089051	0.666336
marketscan	days_supply	stateVUS	nitrofurantoin	0.008632	0.150048
marketscan	days_supply	stateVUS	overall	0.244185	4.738416
marketscan	days_supply	stateVUS	quinolone	0.040138	0.470194
marketscan	days_supply	stateVUS	tetracycline	0.027862	1.312737
marketscan	days_supply	stateVUS	tmpsmx	0.022691	0.392376
marketscan	days_supply	stateWFM	beta_lactam	0.117489	1.42176
marketscan	days_supply	stateWFM	cephalosporin	0.048327	0.533449
marketscan	days_supply	stateWFM	macrolide	0.108439	0.86357
marketscan	days_supply	stateWFM	nitrofurantoin	0.010531	0.202414
marketscan	days_supply	stateWFM	overall	0.264216	5.253393
marketscan	days_supply	stateWFM	quinolone	0.044358	0.508127
marketscan	days_supply	stateWFM	tetracycline	0.026536	1.24773
marketscan	days_supply	stateWFM	tmpsmx	0.023554	0.361337
marketscan	days_supply	stateWPV	beta_lactam	0.127257	1.489487
marketscan	days_supply	stateWPV	cephalosporin	0.054263	0.596169
marketscan	days_supply	stateWPV	macrolide	0.129448	1.002569
marketscan	days_supply	stateWPV	nitrofurantoin	0.011304	0.200107
marketscan	days_supply	stateWPV	overall	0.310509	6.061566
marketscan	days_supply	stateWPV	quinolone	0.070169	0.808212
marketscan	days_supply	stateWPV	tetracycline	0.032094	1.370472
marketscan	days_supply	stateWPV	tmpsmx	0.028818	0.45174
marketscan	days_supply	stateXYX	beta_lactam	0.16092	2.16938
marketscan	days_supply	stateXYX	cephalosporin	0.084282	1.034146
marketscan	days_supply	stateXYX	macrolide	0.140623	1.119791
marketscan	days_supply	stateXYX	nitrofurantoin	0.013073	0.248426
marketscan	days_supply	stateXYX	overall	0.364541	8.195424
marketscan	days_supply	stateXYX	quinolone	0.069737	0.811373
marketscan	days_supply	stateXYX	tetracycline	0.037161	1.904136
marketscan	days_supply	stateXYX	tmpsmx	0.040771	0.726366
marketscan	days_supply	stateYJD	beta_lactam	0.146181	1.847686
marketscan	days_supply	stateYJD	cephalosporin	0.076294	0.882286
marketscan	days_supply	stateYJD	macrolide	0.131423	1.040959
marketscan	days_supply	stateYJD	nitrofurantoin	0.01183	0.215847
marketscan	days_supply	stateYJD	overall	0.318288	6.713782
marketscan	days_supply	stateYJD	quinolone	0.052107	0.630647
marketscan	days_supply	stateYJD	tetracycline	0.027268	1.458004
marketscan	days_supply	stateYJD	tmpsmx	0.032188	0.479416
marketscan	days_supply	stateYUW	beta_lactam	0.153897	2.326788
marketscan	days_supply	stateYUW	cephalosporin	0.092068	1.307301
marketscan	days_supply	stateYUW	macrolide	0.120576	1.025292
marketscan	days_supply	stateYUW	nitrofurantoin	0.010994	0.203075
marketscan	days_supply	stateYUW	overall	0.336082	8.06677
marketscan	days_supply	stateYUW	quinolone	0.062087	0.715429
marketscan	days_supply	stateYUW	tetracycline	0.030475	1.681671
marketscan	days_supply	stateYUW	tmpsmx	0.036843	0.636476
marketscan	days_supply	stateYVE	beta_lactam	0.139168	1.754281
marketscan	days_supply	stateYVE	cephalosporin	0.058275	0.702197
marketscan	days_supply	stateYVE	macrolide	0.123296	1.002449
marketscan	days_supply	stateYVE	nitrofurantoin	0.010734	0.183638
marketscan	days_supply	stateYVE	overall	0.307069	6.33364
marketscan	days_supply	stateYVE	quinolone	0.068538	0.813288
marketscan	days_supply	stateYVE	tetracycline	0.028595	1.336085
marketscan	days_supply	stateYVE	tmpsmx	0.021241	0.399291
marketscan	days_supply	stateYWF	beta_lactam	0.139608	2.12344
marketscan	days_supply	stateYWF	cephalosporin	0.073166	0.978368
marketscan	days_supply	stateYWF	macrolide	0.11832	0.974715
marketscan	days_supply	stateYWF	nitrofurantoin	0.008353	0.155191
marketscan	days_supply	stateYWF	overall	0.30401	6.98595
marketscan	days_supply	stateYWF	quinolone	0.050678	0.570049
marketscan	days_supply	stateYWF	tetracycline	0.023997	1.413244
marketscan	days_supply	stateYWF	tmpsmx	0.02656	0.634271
marketscan	days_supply	stateZWS	beta_lactam	0.141081	1.788479
marketscan	days_supply	stateZWS	cephalosporin	0.065247	0.78391
marketscan	days_supply	stateZWS	macrolide	0.125662	0.986214
marketscan	days_supply	stateZWS	nitrofurantoin	0.011029	0.206669
marketscan	days_supply	stateZWS	overall	0.31755100000000003	6.873394
marketscan	days_supply	stateZWS	quinolone	0.060165	0.709456
marketscan	days_supply	stateZWS	tetracycline	0.031959	1.618794
marketscan	days_supply	stateZWS	tmpsmx	0.034611	0.62772
marketscan	main	stateBFU	beta_lactam	0.106105	0.039813
marketscan	main	stateBFU	cephalosporin	0.039801	0.009854
marketscan	main	stateBFU	macrolide	0.098409	0.031697
marketscan	main	stateBFU	nitrofurantoin	0.008387	0.003732
marketscan	main	stateBFU	overall	0.24463	0.236073
marketscan	main	stateBFU	quinolone	0.040515	0.013659
marketscan	main	stateBFU	tetracycline	0.025468	0.031078
marketscan	main	stateBFU	tmpsmx	0.023419	0.008766
marketscan	main	stateCCZ	beta_lactam	0.188597	0.088481
marketscan	main	stateCCZ	cephalosporin	0.109686	0.040751
marketscan	main	stateCCZ	macrolide	0.166121	0.072215
marketscan	main	stateCCZ	nitrofurantoin	0.014042	0.006468
marketscan	main	stateCCZ	overall	0.406994	0.537142
marketscan	main	stateCCZ	quinolone	0.087507	0.03309
marketscan	main	stateCCZ	tetracycline	0.036784	0.03558
marketscan	main	stateCCZ	tmpsmx	0.048788	0.016025
marketscan	main	stateCUX	beta_lactam	0.157255	0.070513
marketscan	main	stateCUX	cephalosporin	0.061019	0.019273
marketscan	main	stateCUX	macrolide	0.13301	0.05227
marketscan	main	stateCUX	nitrofurantoin	0.012172	0.00487
marketscan	main	stateCUX	overall	0.335339	0.367486
marketscan	main	stateCUX	quinolone	0.062787	0.020943
marketscan	main	stateCUX	tetracycline	0.029279	0.036642
marketscan	main	stateCUX	tmpsmx	0.029157	0.013638
marketscan	main	stateCWD	beta_lactam	0.145434	0.060932
marketscan	main	stateCWD	cephalosporin	0.089151	0.030212
marketscan	main	stateCWD	macrolide	0.12986	0.052291
marketscan	main	stateCWD	nitrofurantoin	0.00891	0.003944
marketscan	main	stateCWD	overall	0.333138	0.391925
marketscan	main	stateCWD	quinolone	0.057625	0.020991
marketscan	main	stateCWD	tetracycline	0.031413	0.046642
marketscan	main	stateCWD	tmpsmx	0.031431	0.016226
marketscan	main	stateCYL	beta_lactam	0.188224	0.083661
marketscan	main	stateCYL	cephalosporin	0.109513	0.038699
marketscan	main	stateCYL	macrolide	0.178173	0.076066
marketscan	main	stateCYL	nitrofurantoin	0.017647	0.008188
marketscan	main	stateCYL	overall	0.434173	0.554478
marketscan	main	stateCYL	quinolone	0.095159	0.03604
marketscan	main	stateCYL	tetracycline	0.048719	0.038593
marketscan	main	stateCYL	tmpsmx	0.052657	0.017313
marketscan	main	stateELN	beta_lactam	0.072786	0.025965
marketscan	main	stateELN	cephalosporin	0.031294	0.00747
marketscan	main	stateELN	macrolide	0.085184	0.029308
marketscan	main	stateELN	nitrofurantoin	0.009889	0.004639
marketscan	main	stateELN	overall	0.205881	0.199221
marketscan	main	stateELN	quinolone	0.053582	0.018902
marketscan	main	stateELN	tetracycline	0.020472	0.017412
marketscan	main	stateELN	tmpsmx	0.021809	0.006389
marketscan	main	stateEPB	beta_lactam	0.176719	0.070986
marketscan	main	stateEPB	cephalosporin	0.095852	0.030787
marketscan	main	stateEPB	macrolide	0.166385	0.06109
marketscan	main	stateEPB	nitrofurantoin	0.01728	0.006424
marketscan	main	stateEPB	overall	0.408705	0.470181
marketscan	main	stateEPB	quinolone	0.0881	0.028721
marketscan	main	stateEPB	tetracycline	0.039182	0.036724
marketscan	main	stateEPB	tmpsmx	0.046207	0.014429
marketscan	main	stateERZ	beta_lactam	0.143823	0.063234
marketscan	main	stateERZ	cephalosporin	0.078591	0.026468
marketscan	main	stateERZ	macrolide	0.12633	0.04845
marketscan	main	stateERZ	nitrofurantoin	0.009783	0.004292
marketscan	main	stateERZ	overall	0.325182	0.371233
marketscan	main	stateERZ	quinolone	0.058112	0.019917
marketscan	main	stateERZ	tetracycline	0.030042	0.039135
marketscan	main	stateERZ	tmpsmx	0.034596	0.013642
marketscan	main	stateEVG	beta_lactam	0.137059	0.056334
marketscan	main	stateEVG	cephalosporin	0.046515	0.015383
marketscan	main	stateEVG	macrolide	0.09932	0.032457
marketscan	main	stateEVG	nitrofurantoin	0.0108	0.00389
marketscan	main	stateEVG	overall	0.297495	0.27988
marketscan	main	stateEVG	quinolone	0.051471	0.01514
marketscan	main	stateEVG	tetracycline	0.036143	0.036665
marketscan	main	stateEVG	tmpsmx	0.02569	0.010508
marketscan	main	stateGKW	beta_lactam	0.161773	0.067831
marketscan	main	stateGKW	cephalosporin	0.070634	0.022083
marketscan	main	stateGKW	macrolide	0.1496	0.058567
marketscan	main	stateGKW	nitrofurantoin	0.011349	0.004668
marketscan	main	stateGKW	overall	0.369362	0.394325
marketscan	main	stateGKW	quinolone	0.066856	0.022124
marketscan	main	stateGKW	tetracycline	0.034906	0.038738
marketscan	main	stateGKW	tmpsmx	0.039858	0.0147
marketscan	main	stateGWT	beta_lactam	0.163879	0.064542
marketscan	main	stateGWT	cephalosporin	0.059865	0.015576
marketscan	main	stateGWT	macrolide	0.140865	0.049163
marketscan	main	stateGWT	nitrofurantoin	0.012532	0.005149
marketscan	main	stateGWT	overall	0.371245	0.37425
marketscan	main	stateGWT	quinolone	0.082964	0.026033
marketscan	main	stateGWT	tetracycline	0.04033	0.043415
marketscan	main	stateGWT	tmpsmx	0.029983	0.011203
marketscan	main	stateHKT	beta_lactam	0.175149	0.076289
marketscan	main	stateHKT	cephalosporin	0.114489	0.039862
marketscan	main	stateHKT	macrolide	0.184398	0.076078
marketscan	main	stateHKT	nitrofurantoin	0.017424	0.008312
marketscan	main	stateHKT	overall	0.430053	0.568244
marketscan	main	stateHKT	quinolone	0.104754	0.040677
marketscan	main	stateHKT	tetracycline	0.047636	0.032673
marketscan	main	stateHKT	tmpsmx	0.061503	0.019052
marketscan	main	stateHMP	beta_lactam	0.126252	0.051906
marketscan	main	stateHMP	cephalosporin	0.066758	0.021486
marketscan	main	stateHMP	macrolide	0.118698	0.046918
marketscan	main	stateHMP	nitrofurantoin	0.011699	0.005196
marketscan	main	stateHMP	overall	0.293712	0.347819
marketscan	main	stateHMP	quinolone	0.06443	0.023187
marketscan	main	stateHMP	tetracycline	0.031267	0.027134
marketscan	main	stateHMP	tmpsmx	0.034453	0.012151
marketscan	main	stateHQX	beta_lactam	0.15636	0.065647
marketscan	main	stateHQX	cephalosporin	0.082761	0.031394
marketscan	main	stateHQX	macrolide	0.129639	0.051439
marketscan	main	stateHQX	nitrofurantoin	0.010883	0.00485
marketscan	main	stateHQX	overall	0.345824	0.401912
marketscan	main	stateHQX	quinolone	0.063784	0.022809
marketscan	main	stateHQX	tetracycline	0.036599	0.035363
marketscan	main	stateHQX	tmpsmx	0.040083	0.016124
marketscan	main	stateIJE	beta_lactam	0.163001	0.06621
marketscan	main	stateIJE	cephalosporin	0.081863	0.025606
marketscan	main	stateIJE	macrolide	0.150228	0.056422
